structure_name,fullname,species,paper,n_mentions,n_papers,region_class,decision_stage,final_certainty,final_confidence
parabrachial (PB) area,parabrachial (PB) area,Mouse,PM35027408,1,1,non_neocortex,seed_remap,high,1.0
parabrachial (PB) nucleus taste neurons,parabrachial (PB) nucleus taste neurons,Mouse,PM35027408,1,1,non_neocortex,seed_remap,high,1.0
parabrachial (PB) taste neurons,parabrachial (PB) nucleus taste neurons,Mouse,PM35027408,1,1,non_neocortex,seed_remap,high,1.0
parabrachial area,parabrachial area (lateral parabrachial area),Mouse,PM38143564,1,1,non_neocortex,seed_remap,high,1.0
paracentral lobule,paracentral lobule,Human,PM41996661,1,1,neocortex,flash,high,0.96
paracentral thalamic nucleus,paracentral thalamic nucleus,,PM40464272,1,1,non_neocortex,seed_remap,high,1.0
paracingulate cortex,paracingulate cortex,Human,PM33892387,1,1,neocortex,flash,medium,0.8
parafacial ventral nucleus,parafacial ventral nucleus,Mouse,PM33013329,1,1,non_neocortex,seed_remap,high,1.0
parafascicular nucleus of thalamus,parafascicular nucleus of thalamus,Mouse,PM35500448,1,1,non_neocortex,seed_remap,high,1.0
parafascicular thalamic nucleus,,,PM34611777,1,1,non_neocortex,seed_remap,high,1.0
parahippocampal,parahippocampal cortex,,PM40800805,1,1,non_neocortex,seed_keyword,high,1.0
parahippocampal areas,parahippocampal areas,Rat,PM32753513,1,1,non_neocortex,seed_keyword,high,1.0
parahippocampal cortex,parahippocampal cortex,Human,PM38844444,1,1,non_neocortex,seed_keyword,high,1.0
parahypoglossal region,parahypoglossal region,Mouse,PM33013329,1,1,non_neocortex,seed_remap,high,1.0
paralyzed forearm,,Human,PM32418913,1,1,other,seed_remap,high,1.0
paramedian lobule,paramedian lobule,,PM38289187,1,1,non_neocortex,seed_remap,high,1.0
paramedian raphe,paramedian raphe,,PM36855269,1,1,non_neocortex,seed_remap,high,1.0
paraolivary nuclei,paraolivary nuclei,,PM39487174,1,1,non_neocortex,seed_remap,high,1.0
pararubral,pararubral nucleus,,PM33907215,1,1,non_neocortex,seed_remap,high,1.0
ParaS,parasubiculum,,PM38378961,1,1,non_neocortex,seed_remap,high,1.0
parasympathetic ganglia,parasympathetic ganglia,Mouse,PM35650438,1,1,other,seed_remap,high,1.0
parasympathetic networks,,Rat,PM33873234,1,1,other,seed_remap,high,1.0
paratenial nucleus,paratenial nucleus,Mouse,PM41853066,1,1,non_neocortex,seed_remap,high,1.0
paratrigeminal nucleus,medullary paratrigeminal nucleus,Rat,PM33115928,1,1,non_neocortex,seed_remap,high,1.0
paraventricular hypothalamus,paraventricular nucleus of hypothalamus,,PM40800920,1,1,non_neocortex,seed_remap,high,1.0
paraventricular thalamus,paraventricular thalamus,,PM42320767,1,1,non_neocortex,seed_remap,high,1.0
parietal occipital lobe,parietal occipital lobe,,PM41211046,1,1,neocortex,flash,medium,0.7167
parieto-occipital cortex,,Human,PM36639904,1,1,neocortex,flash,medium,0.8
parieto-temporal regions,parieto-temporal regions,Human,PM37788939,1,1,neocortex,pro,high,0.88
PARN,parvicellular reticular nucleus,,PM33608037,1,1,non_neocortex,seed_remap,high,1.0
ParS,,,PM41878825,1,1,non_neocortex,seed_remap,high,1.0
pars O.,opercular part of the inferior frontal gyrus,,PM35263607,1,1,neocortex,flash,high,0.96
pars opercularis one,,,PM40924875,1,1,neocortex,flash,high,0.85
pars orbitalis,,,PM40924875,1,1,neocortex,flash,high,0.95
parvafox,parvafox nucleus,,PM35486186,1,1,non_neocortex,seed_remap,high,1.0
parvalbumin INs,parvalbumin inhibitory interneurons,,PM38743567,1,1,other,seed_remap,high,1.0
parvalbumin+ interneurons,subicular parvalbumin+ interneurons,Mouse,PM39658255,1,1,non_neocortex,seed_remap,high,1.0
parvalbumin-expressing inhibitory interneurons in dmPFC,parvalbumin-expressing inhibitory interneurons in the dorsal medial prefrontal cortex,Mouse,PM34715992,1,1,neocortex,flash,high,0.96
parvalbumin-positive basket cells,parvalbumin-positive basket cells,,PM38659885,1,1,other,seed_remap,high,1.0
parvalbumin-positive SC neurons,parvalbumin-positive superior colliculus neurons,Mouse,PM39285154,1,1,non_neocortex,seed_remap,high,1.0
parvicellular preoptic nucleus,,,PM38289191,1,1,non_neocortex,seed_remap,high,1.0
Parvicellular reticular nucleus,Parvicellular reticular nucleus,Mouse,PM36309684,1,1,non_neocortex,seed_remap,high,1.0
parvocellular red nucleus,parvocellular red nucleus,,PM39819496,1,1,non_neocortex,seed_remap,high,1.0
parvocellular reticular nucleus,parvocellular reticular nucleus,,PM35838792,1,1,non_neocortex,seed_remap,high,1.0
PaT,,,PM40352758,1,1,non_neocortex,seed_remap,high,1.0
patchy iSPNs,patchy indirect pathway spiny projection neurons,Mouse,PM41485044,1,1,non_neocortex,seed_remap,high,1.0
patchy striatonigral neuron,patchy striatonigral neuron,,PM41032042,1,1,non_neocortex,seed_remap,high,1.0
patchy striatonigral neurons,patchy striatonigral neurons,Mouse,PM40093044,1,1,non_neocortex,seed_remap,high,1.0
paw (ventral),ventral paw sensory input,Mouse,PM40202848,1,1,other,seed_remap,high,1.0
pBA,posterior basolateral amygdala,Mouse,PM32601096,1,1,non_neocortex,seed_remap,high,1.0
PBdl,dorsolateral nucleus,,PM42126073,1,1,non_neocortex,seed_remap,high,1.0
PBelCalca/CGRP,parabrachial lateral Calca/CGRP neurons,Mouse,PM39801453,1,1,non_neocortex,seed_remap,high,1.0
PBN(CGRP),Parabrachial nucleus (CGRP neurons),Mouse,PM41394560,1,1,non_neocortex,seed_remap,high,1.0
PBN-SL,"parabrachial nucleus, superior lateral region",Mouse,PM33591273,1,1,non_neocortex,seed_remap,high,1.0
PBNL,lateral parabrachial nuclei,Mouse,PM40023166,1,1,non_neocortex,seed_remap,high,1.0
PBNLE,lateral external parabrachial nucleus,Mouse,PM40691451,1,1,non_neocortex,seed_remap,high,1.0
pBNST,posterior bed nucleus of the stria terminalis,,PM37784240,1,1,non_neocortex,seed_remap,high,1.0
PBNvglut2,parabrachial nucleus glutamatergic neurons,Mouse,PM39154359,1,1,non_neocortex,seed_remap,high,1.0
PBS,postbrachial stratum,Mouse,PM40956303,1,1,non_neocortex,flash,medium,0.65
pBST,posterior BST,Rat,PM33600828,1,1,non_neocortex,seed_remap,high,1.0
PC fibers,,,PM34853173,1,1,other,seed_remap,high,1.0
PC layer,pyramidal cell layer,Mouse,PM33483520,1,1,non_neocortex,seed_remap,high,1.0
PCC/Pcu,posterior cingulate cortex/precuneus,,PM36211593,1,1,neocortex,flash,medium,0.7333
Pcm,caudal medial pulvinar,Mouse,PM41846482,1,1,non_neocortex,seed_remap,high,1.0
PCRTa,alpha part of the parvocellular reticular nucleus,,PM35486186,1,1,non_neocortex,seed_remap,high,1.0
PCs in lobules VIc/VII and Cr I,Purkinje cells in lobules VIc/VII and Cr I,,PM32639229,1,1,non_neocortex,seed_remap,high,1.0
PCx glomeruli,,,PM32949023,1,1,non_neocortex,flash,high,0.85
pD1R,posterior dopamine type 1 receptor neurons,Mouse,PM37952812,1,1,other,seed_remap,high,1.0
PD5g1#1,,,PM32619476,1,1,other,seed_remap,high,1.0
PDL,periodontal ligament,Mouse,PM33731966,1,1,other,seed_remap,high,1.0
pdMeA,posterodorsal medial amygdala,Rat,PM41365458,1,1,non_neocortex,seed_remap,high,1.0
pDMS D1-MSNs,posterodorsal medial striatum D1-containing medium spiny neurons,Mouse,PM33380525,1,1,non_neocortex,seed_remap,high,1.0
pDMS D2-MSNs,posterodorsal medial striatum D2-containing medium spiny neurons,Mouse,PM33380525,1,1,non_neocortex,seed_remap,high,1.0
pedipalpal neuromere,,,PM35055868,1,1,other,seed_remap,high,1.0
peduncular part of the hypothalamus,peduncular part of the hypothalamus,Rat,PM33165921,1,1,non_neocortex,seed_remap,high,1.0
PeF,perifornical region,,PM41762866,1,1,non_neocortex,seed_remap,high,1.0
PeFA,perifornical area,Rat,PM38371276,1,1,non_neocortex,seed_remap,high,1.0
pelvic floor muscle,,Rabbit,PM30998432,1,1,other,seed_remap,high,1.0
pelvic ganglia,pelvic ganglia,Mouse,PM39045348,1,1,other,seed_remap,high,1.0
pelvic nerve,,Rabbit,PM30998432,1,1,other,seed_remap,high,1.0
PeRhC,caudal perirhinal cortex,,PM42101519,1,1,non_neocortex,seed_keyword,high,1.0
PeRhr,rostral perirhinal cortex,,PM42101519,1,1,non_neocortex,seed_keyword,high,1.0
PERI,,Mouse,PM39012795,1,1,non_neocortex,flash,high,0.8667
peri-central regions,,,PM36542188,1,1,ambiguous,flash,medium,0.4667
peri-infarct area,,,PM40650995,1,1,other,seed_remap,high,1.0
peri-infarct CFA,peri-infarct caudal forelimb area,,PM40089466,1,1,neocortex,flash,high,0.9333
peri-PVH,peri-paraventricular hypothalamus,Mouse,PM39041039,1,1,non_neocortex,seed_remap,high,1.0
Peri5,peritrigeminal premotor area,Mouse,PM36303441,1,1,non_neocortex,seed_remap,high,1.0
periaqueductal grey matter,,Rat,PM34582982,1,1,non_neocortex,seed_remap,high,1.0
periceruleus,periceruleus area,Mouse,PM34151467,1,1,non_neocortex,seed_remap,high,1.0
perifornical nucleus,perifornical nucleus,Rat,PM36532270,1,1,non_neocortex,seed_remap,high,1.0
perifornical/lateral hypothalamic area,perifornical/lateral hypothalamic area,Mouse,PM37084406,1,1,non_neocortex,seed_remap,high,1.0
periolivary regions,,Rat,PM36672088,1,1,non_neocortex,seed_remap,high,1.0
peripeduncular nuclei,Peripeduncular nucleus,,PM35084433,1,1,non_neocortex,seed_remap,high,1.0
peripheral afferent,,Rat,PM33323835,1,1,other,seed_remap,high,1.0
peripheral nerve endings in the bladder wall,peripheral nerve endings in the bladder wall,Mouse,PM41626841,1,1,other,seed_remap,high,1.0
perirhinal/dorsolateral entorhinal cortices,,Rat,PM33960421,1,1,non_neocortex,seed_keyword,high,1.0
periventricular fiber system,periventricular fiber system,,PM38370676,1,1,other,seed_remap,high,1.0
periventricular nucleus,periventricular nucleus,,PM37029761,1,1,non_neocortex,seed_remap,high,1.0
periventricular posterior tubercle nucleus,,,PM38289191,1,1,non_neocortex,seed_remap,high,1.0
periventricular posterior tubercular nucleus,,,PM38104256,1,1,non_neocortex,seed_remap,high,1.0
PeVN,periventricular nucleus,Mouse,PM36209152,1,1,non_neocortex,seed_remap,high,1.0
PF/CL,parafascicular nuclei/central lateral,Mouse,PM40082427,1,1,non_neocortex,seed_remap,high,1.0
PFas,parafascicular nucleus of thalamus,Mouse,PM33626349,1,1,non_neocortex,seed_remap,high,1.0
PFC L2,prefrontal cortex layer 2,Mouse,PM36476757,1,1,neocortex,flash,high,0.98
PFC-ctx,prefrontal cortex context module,,PM39333467,1,1,neocortex,flash,high,0.9467
PFC-MD,medial prefrontal cortex neurons projecting to mediodorsal thalamus,Mouse,PM40666865,1,1,neocortex,flash,high,0.9633
PFC-PL,prefrontal cortex-prelimbic cortex,Rat,PM34276282,1,1,neocortex,flash,high,0.97
PFC-projecting VTA neurons,prefrontal cortex-projecting ventral tegmental area neurons,Mouse,PM40238649,1,1,non_neocortex,seed_remap,high,1.0
PFCx,prefrontal cortex,Mouse,PM34867199,1,1,neocortex,flash,high,0.97
pFL,lateral nucleus,Mouse,PM33013329,1,1,non_neocortex,flash,medium,0.6167
PfT,parafascicular thalamus,Rat,PM38429266,1,1,non_neocortex,seed_remap,high,1.0
PG/IPa,,,PM41878825,1,1,ambiguous,flash,medium,0.4
PG1,,,PM40657851,1,1,ambiguous,flash,medium,0.5
PGi,paragigantocellular nucleus,,PM35733933,1,1,non_neocortex,seed_remap,high,1.0
PHC,,Rat,PM34239421,1,1,non_neocortex,flash,high,0.8167
photoreceptor axons,photoreceptor axons,,PM41638209,1,1,other,seed_remap,high,1.0
photoreceptors,photoreceptors,,PM41638209,1,1,other,seed_remap,high,1.0
phrenic motor neurons,phrenic motor neurons,Rat,PM34363808,1,1,non_neocortex,seed_remap,high,1.0
pInsCx,posterior insular cortex,,PM39954251,1,1,neocortex,flash,medium,0.7833
PirC,piriform cortex,Rat,PM37164008,1,1,non_neocortex,seed_keyword,high,1.0
pituitary,pituitary,Mouse,PM36356043,1,1,other,seed_remap,high,1.0
PIVC,parieto-opercular/retro-insular cortex,Human,PM35139478,1,1,neocortex,flash,medium,0.75
PL L2,prelimbic cortex layer 2,Mouse,PM36476757,1,1,neocortex,flash,high,0.9667
PL L5 PT,prelimbic cortex layer 5 pyramidal tract neurons,Mouse,PM36476757,1,1,neocortex,flash,high,0.9667
PL-CP,prelimbic cortico-PAG neurons,Mouse,PM32600466,1,1,neocortex,flash,high,0.95
PL/PIcl,lateral and central lateral inferior pulvinar,Macaque,PM33772553,1,1,non_neocortex,seed_remap,high,1.0
plantar skin mechanoreceptors,plantar skin mechanoreceptors,Rat,PM41200285,1,1,other,seed_remap,high,1.0
plBC,posterolateral barrel cortex,Mouse,PM38019920,1,1,neocortex,flash,high,0.9667
plBC neurons,posterolateral barrel cortex neurons,Mouse,PM38019920,1,1,neocortex,flash,high,0.9667
PLCo,,,PM32973466,1,1,non_neocortex,seed_remap,high,1.0
plCoA,,,PM37775310,1,1,non_neocortex,seed_remap,high,1.0
PLH,peduncular part lateral hypothalamus,Mouse,PM39778623,1,1,non_neocortex,seed_remap,high,1.0
PLi,posterior limitans nucleus,Rat,PM32997815,1,1,non_neocortex,seed_remap,high,1.0
PLLS,posterolateral lateral suprasylvian area,Ferret,PM34636984,1,1,neocortex,flash,high,0.9667
pLN1,,,PM33523854,1,1,ambiguous,flash,medium,0.3333
pLN4,,,PM33523854,1,1,ambiguous,flash,medium,0.3333
PM-projecting LP neurons,PM-projecting LP neurons (lateral posterior thalamus neurons projecting to PM),,PM33979633,1,1,non_neocortex,seed_remap,high,1.0
PMI,,,PM37553864,1,1,ambiguous,flash,medium,0.3667
PMnR,paramedian raphe nucleus,,PM41840687,1,1,non_neocortex,seed_remap,high,1.0
PMPF,premotor/prefrontal cortex,Mouse,PM38447690,1,1,neocortex,flash,high,0.9667
PN1 or PN2,premotor neurons Group 1 or Group 2,,PM33070328,1,1,other,flash,medium,0.3667
pNGF,,Mouse,PM38982042,1,1,other,seed_remap,high,1.0
Pnoc+ striatal neurons,Pnoc+ dorsal striatal neurons,Mouse,PM39656141,1,1,non_neocortex,seed_remap,high,1.0
PNOC-BNST,prepronociceptin neurons from the bed nucleus of the stria terminalis,Mouse,PM38865247,1,1,non_neocortex,seed_remap,high,1.0
PoAc,,,PM35013368,1,1,ambiguous,flash,medium,0.3
POC,parietal and occipital cortex,Human,PM41043240,1,1,neocortex,flash,high,0.95
polymodal association nuclei,polymodal association nuclei,Mouse,PM34551311,1,1,non_neocortex,seed_remap,high,1.0
PON,pontine nuclei,Mouse,PM40521117,1,1,non_neocortex,seed_remap,high,1.0
pons and medulla,pons and medulla,Mouse,PM33484574,1,1,non_neocortex,seed_remap,high,1.0
pons nuclei,pons,,PM38887205,1,1,non_neocortex,seed_remap,high,1.0
pontine micturition center,pontine micturition center,Mouse,PM41806922,1,1,non_neocortex,seed_remap,high,1.0
Pontine raphe nuclei,,,PM39340562,1,1,non_neocortex,seed_remap,high,1.0
pontine regions,pontine regions,,PM36063145,1,1,non_neocortex,seed_remap,high,1.0
pontine reticular nuclei,pontine reticular nuclei,,PM33013329,1,1,non_neocortex,seed_remap,high,1.0
"pontine reticular nucleus, caudal part","pontine reticular nucleus, caudal part",,PM39440253,1,1,non_neocortex,seed_remap,high,1.0
"pontine reticular nucleus, oral part","pontine reticular nucleus, oral part",,PM39440253,1,1,non_neocortex,seed_remap,high,1.0
pontine vestibular nuclei,vestibular nuclei,,PM32656849,1,1,non_neocortex,seed_remap,high,1.0
ponto-medullary tegmentum,ponto-medullary tegmentum,,PM37000205,1,1,non_neocortex,seed_remap,high,1.0
pontomedullary junction,corticospinal tract portion of the pontomedullary junction,,PM36010113,1,1,other,seed_remap,high,1.0
PORa,anterior POR,Mouse,PM35082302,1,1,non_neocortex,flash,medium,0.8333
PoS,postsubiculum,Mouse,PM36583448,1,1,non_neocortex,seed_remap,high,1.0
Postcentral,Postcentral cortex,,PM36661404,1,1,neocortex,flash,high,0.95
postcommissural fornix (hippocampal formation),postcommissural fornix,Mouse,PM32433594,1,1,other,seed_remap,high,1.0
posterior agranular insular cortex,posterior agranular insular cortex,,PM32528401,1,1,non_neocortex,flash,medium,0.7333
posterior alpha network,,Human,PM36897972,1,1,other,seed_remap,high,1.0
posterior association cortex,,Mouse,PM38447690,1,1,neocortex,flash,high,0.96
posterior auditory fields,posterior auditory fields,Gerbil,PM34322001,1,1,neocortex,flash,high,0.96
posterior cingulate/retrosplenial cortex,posterior cingulate/retrosplenial cortex,Mouse,PM35217677,1,1,non_neocortex,flash,medium,0.7
posterior complex of the TH,,,PM36693103,1,1,non_neocortex,seed_remap,high,1.0
posterior cortical and cerebellar regions,posterior cortical and cerebellar regions,Human,PM33892387,1,1,other,seed_remap,high,1.0
posterior cortical areas,posterior cortical areas,,PM41893879,1,1,neocortex,pro,high,0.9167
posterior cortical nucleus of the amygdala,posterior cortical nucleus of the amygdala,,PM37029761,1,1,non_neocortex,seed_remap,high,1.0
posterior DMN,posterior default mode network,Human,PM32919055,1,1,other,seed_remap,high,1.0
posterior dorsal striatum,dorsal sector of posterior striatum,Mouse,PM32553154,1,1,non_neocortex,seed_remap,high,1.0
posterior hippocampal formation,,Macaque,PM35304264,1,1,non_neocortex,seed_remap,high,1.0
posterior hypothalamic area,,,PM40800920,1,1,non_neocortex,seed_remap,high,1.0
"posterior insula, postcentral gyrus, frontal pole",,Human,PM42327089,1,1,other,flash,medium,0.9333
posterior interpositus,posterior interpositus,,PM37000205,1,1,non_neocortex,seed_remap,high,1.0
posterior isocortex,,,PM36968064,1,1,neocortex,flash,high,0.9633
posterior limb of the anterior commissure,posterior limb of the anterior commissure,Mouse,PM37353897,1,1,other,seed_remap,high,1.0
posterior medial nucleus,thalamic posterior medial nucleus,Mouse,PM33368722,1,1,non_neocortex,seed_remap,high,1.0
posterior medial thalamic nucleus,posterior medial thalamic nucleus,Mouse,PM36639912,1,1,non_neocortex,seed_remap,high,1.0
posterior middle temporal gyrus,posterior middle temporal gyrus,Human,PM34119407,1,1,neocortex,flash,high,0.98
posterior nuclei,posterior nuclei of the thalamus,Mouse,PM35895812,1,1,non_neocortex,seed_remap,high,1.0
Posterior Parietal,Posterior Parietal cortex,,PM36661404,1,1,neocortex,flash,high,0.98
posterior parietal association area,posterior parietal association area,,PM35551446,1,1,neocortex,flash,high,0.98
posterior parietal cortices,,,PM39299799,1,1,neocortex,flash,high,0.98
posterior pituitary,posterior pituitary,Mouse,PM36114373,1,1,other,seed_remap,high,1.0
posterior region of the Default Mode Network and the Fronto-Parietal Control Network,posterior region of the Default Mode Network and the Fronto-Parietal Control Network,Human,PM40288703,1,1,other,seed_remap,high,1.0
posterior sensorimotor cortex subregions (MOpPMM),,,PM36968064,1,1,neocortex,flash,high,0.95
posterior tail of striatum,posterior tail of striatum,Gerbil,PM41090114,1,1,non_neocortex,seed_remap,high,1.0
posterior thalamic nuclei,posterior thalamic nuclei,Mouse,PM32699360,1,1,non_neocortex,seed_remap,high,1.0
posteromedial cortex,posteromedial cortex,Human,PM42239197,1,1,neocortex,flash,medium,0.7
posteroventral cochlear nucleus,,Rat,PM37621862,1,1,non_neocortex,seed_remap,high,1.0
postsynaptic neurons,postsynaptic neurons,Mouse,PM35955605,1,1,other,seed_remap,high,1.0
postsynaptic neurons of glutamatergic synapses in spinal cord,postsynaptic neurons of glutamatergic synapses,Mouse,PM40749050,1,1,non_neocortex,seed_remap,high,1.0
PoSub,postsubiculum,,PM41966823,1,1,non_neocortex,seed_remap,high,1.0
pPBG,posterior parabigeminal nucleus,,PM33004866,1,1,non_neocortex,seed_remap,high,1.0
PPCA1,perforant path CA1,,PM34874938,1,1,other,seed_remap,high,1.0
pPCx,posterior piriform cortex,Mouse,PM34292150,1,1,non_neocortex,seed_keyword,high,1.0
PPG,preproglucagon,Mouse,PM33206596,1,1,other,seed_remap,high,1.0
PPr,posterior parietal rostral area,Tree shrew,PM34795566,1,1,neocortex,flash,high,0.9833
PPRF,,,PM34936877,1,1,non_neocortex,seed_remap,high,1.0
PPT/LDT,pedunculopontine tegmental nuclei/laterodorsal tegmental nuclei,Mouse,PM37211631,1,1,non_neocortex,seed_remap,high,1.0
PrBö,pre-Bötzinger complex,,PM35486186,1,1,non_neocortex,seed_remap,high,1.0
PRC-ECT,,,PM38736977,1,1,non_neocortex,flash,high,0.8667
PrCnf,precuneiform,,PM33907215,1,1,non_neocortex,seed_remap,high,1.0
PRE,presubiculum,,PM41959300,1,1,non_neocortex,seed_remap,high,1.0
pre-botzinger complex,pre-Botzinger complex,Mouse,PM35385140,1,1,non_neocortex,seed_remap,high,1.0
pre-Bötzinger complex,pre-Bötzinger complex,Mouse,PM37348822,1,1,non_neocortex,seed_remap,high,1.0
pre-Edinger-Westphal nucleus,pre-Edinger-Westphal nucleus,Mouse,PM41415035,1,1,non_neocortex,seed_remap,high,1.0
