graph_order,unified_ontology_id,unified_ontology_acronym,unified_ontology_name,unified_ontology_label_value,DHBA_name,DHBA_acronym,DHBA_id,r,g,b,hierarchy and full names_y,Unnamed: 2_y,Unnamed: 3_y,Unnamed: 4_y,Unnamed: 5_y,Unnamed: 6_y,Unnamed: 7_y,Unnamed: 8_y,Unnamed: 9_y,Unnamed: 10_y,Unnamed: 11_y,Unnamed: 12_y,Unnamed: 13_y,Unnamed: 14_y,Unnamed: 15_y,parent_identifier,parent
2009,HOMBA:12180,TN,tentorial notch,2405,tentorial notch,TN,12180.0,245,130,48,,,,,,tentorial notch,,,,,,,,,,HOMBA:AA30560,2004.0
2010,HOMBA:10646,TPUJ,temporopolar-uncal junction,2401,temporopolar-uncal junction,TPUJ,10646.0,245,130,48,,,,,,temporopolar-uncal junction,,,,,,,,,,HOMBA:AA30560,2004.0
2011,HOMBA:10647,TC,tuber cinereum,2402,tuber cinereum,TC,10647.0,230,25,75,,,,,,tuber cinereum,,,,,,,,,,HOMBA:AA30560,2004.0
2012,HOMBA:10637,ss,semiannular sulcus (amygdaloid sulcus),319,semiannular sulcus,ss,10637.0,187,65,91,,,,,,semiannular sulcus (amygdaloid sulcus),,,,,,,,,,HOMBA:AA30560,2004.0
2013,HOMBA:12102,InTh,interthalamic adhesion (massa intermedia),329,interthalamic adhesion (massa intermedia),InTh,12102.0,138,37,122,,,,,,interthalamic adhesion (massa intermedia),,,,,,,,,,HOMBA:AA30560,2004.0
2014,HOMBA:13234,HaTr,habenular triangle,2044,habenular triangle,HaTr,13234.0,0,0,128,,,,,,habenular triangle,,,,,,,,,,HOMBA:AA30560,2004.0
2015,HOMBA:10643,InF,infundibular stalk,2045,infundibular stalk,InF,10643.0,60,180,75,,,,,,infundibular stalk,,,,,,,,,,HOMBA:AA30560,2004.0
2016,HOMBA:12105,LaT,lamina terminalis,330,lamina terminalis,LaT,12105.0,126,61,104,,,,,,lamina terminalis,,,,,,,,,,HOMBA:AA30560,2004.0
2017,HOMBA:12098,Pell,septum pellucidum,332,septum pellucidum,Pell,12098.0,137,249,167,,,,,,septum pellucidum,,,,,,,,,,HOMBA:AA30560,2004.0
2018,HOMBA:12099,cpell,cavum septi pellucidi,2403,cavum septi pellucidi,cpell,12099.0,60,180,75,,,,,,cavum septi pellucidi,,,,,,,,,,HOMBA:AA30560,2004.0
2019,HOMBA:266441681,vip,velum interpositum,2426,velum interpositum,vip,266441681.0,127,207,207,,,,,,velum interpositum,,,,,,,,,,HOMBA:AA30560,2004.0
2020,HOMBA:AA30561,MBSS,surface structures (landmarks) of midbrain,2046,,,,255,250,200,,,,surface structures (landmarks) of midbrain,,,,,,,,,,,,HOMBA:AA30498,1823.0
2021,HOMBA:12370,fsmv,frenulum of superior medullary velum,2048,frenulum of the superior medullary velum,fsmv,12370.0,70,240,240,,,,,frenulum of superior medullary velum,,,,,,,,,,,HOMBA:AA30561,2020.0
2022,HOMBA:12371,ipf,interpeduncular fossa,2047,interpeduncular fossa,ipf,12371.0,128,161,198,,,,,interpeduncular fossa,,,,,,,,,,,HOMBA:AA30561,2020.0
2023,HOMBA:146035008,IsRh,isthmus of rhombencephalon,2424,isthmus of rhombencephalon,IsRh,146035008.0,255,225,25,,,,,isthmus of rhombencephalon,,,,,,,,,,,HOMBA:AA30561,2020.0
2024,HOMBA:12374,ocs,oculomotor sulcus,2407,oculomotor sulcus,ocs,12374.0,128,128,0,,,,,oculomotor sulcus,,,,,,,,,,,HOMBA:AA30561,2020.0
2025,HOMBA:12372,pops,posterior perforated substance,2406,posterior perforated substance,pops,12372.0,145,30,180,,,,,posterior perforated substance,,,,,,,,,,,HOMBA:AA30561,2020.0
2026,HOMBA:12375,qgb,quadrigeminal body,2408,quadrigeminal body,qgb,12375.0,245,130,48,,,,,quadrigeminal body,,,,,,,,,,,HOMBA:AA30561,2020.0
2027,HOMBA:12376,r3,root of occulomotor nerve,2049,root of oculomotor nerve,r3,12376.0,220,190,255,,,,,root of occulomotor nerve,,,,,,,,,,,HOMBA:AA30561,2020.0
2028,HOMBA:12377,r4,root of trochlear nerve,2050,root of trochlear nerve,r4,12377.0,128,0,0,,,,,root of trochlear nerve,,,,,,,,,,,HOMBA:AA30561,2020.0
2029,HOMBA:12378,trill,trigone of lateral lemniscus (acoustic trigone),2409,trigone of lateral lemniscus (acoustic trigone),trill,12378.0,230,25,75,,,,,trigone of lateral lemniscus (acoustic trigone),,,,,,,,,,,HOMBA:AA30561,2020.0
2030,HOMBA:AA30562,HBSS,surface structures (landmarks) of hindbrain,2051,,,,255,215,180,,,,surface structures (landmarks) of hindbrain,,,,,,,,,,,,HOMBA:AA30498,1823.0
2031,HOMBA:12827,CbSS,surface structures (landmarks) of cerebellum,2052,surface structures of cerebellum,CbSS,12827.0,170,255,195,,,,,surface structures (landmarks) of cerebellum,,,,,,,,,,,HOMBA:AA30562,2030.0
2032,HOMBA:12828,cbf,cerebellar fissures,2053,cerebellar fissures,cbf,12828.0,128,128,128,,,,,,cerebellar fissures,,,,,,,,,,HOMBA:12827,2031.0
2033,HOMBA:12829,prcf,precentral (postlingual) fissure,2054,precentral (postlingual) fissure,prcf,12829.0,170,110,40,,,,,,,precentral (postlingual) fissure,,,,,,,,,HOMBA:12828,2032.0
2034,HOMBA:12830,pocf,postcentral (preculminate) fissure,2055,postcentral (preculminate) fissure,pocf,12830.0,60,180,75,,,,,,,postcentral (preculminate) fissure,,,,,,,,,HOMBA:12828,2032.0
2035,HOMBA:266441729,icf,intraculminate fissure,2056,intraculminate fissure,icf,266441729.0,145,30,180,,,,,,,intraculminate fissure,,,,,,,,,HOMBA:12828,2032.0
2036,HOMBA:12831,prif,primary (anterior superior) fissure,2057,primary (anterior superior) fissure,prif,12831.0,128,0,0,,,,,,,primary (anterior superior) fissure,,,,,,,,,HOMBA:12828,2032.0
2037,HOMBA:12832,psf,posterior superior (postclival) fissure,2058,posterior superior (postclival) fissure,psf,12832.0,220,190,255,,,,,,,posterior superior (postclival) fissure,,,,,,,,,HOMBA:12828,2032.0
2038,HOMBA:12833,hof,horizontal (intercrural) fissure,2059,horizontal (intercrural) fissure,hof,12833.0,170,110,40,,,,,,,horizontal (intercrural) fissure,,,,,,,,,HOMBA:12828,2032.0
2039,HOMBA:266441733,apf,ansoparamedian fissure,2060,ansoparamedian fissure,apf,266441733.0,250,190,212,,,,,,,ansoparamedian fissure,,,,,,,,,HOMBA:12828,2032.0
2040,HOMBA:12834,prpy,prepyramidal (prebiventral) fissure,2061,prepyramidal (prebiventral) fissure,prpy,12834.0,170,110,40,,,,,,,prepyramidal (prebiventral) fissure,,,,,,,,,HOMBA:12828,2032.0
2041,HOMBA:146035004,ibif,intrabiventral fissure,2062,intravbiventral fissure,ibif,146035004.0,210,245,60,,,,,,,intrabiventral fissure,,,,,,,,,HOMBA:12828,2032.0
2042,HOMBA:12835,popy,secondary (post pyramidal) fissure,2063,secondary (post pyramidal) fissure,popy,12835.0,0,130,200,,,,,,,secondary (post pyramidal) fissure,,,,,,,,,HOMBA:12828,2032.0
2043,HOMBA:12836,polf,posterolateral (postnodular) fissure,2064,posterolateral (postnodular) fissure,polf,12836.0,170,110,40,,,,,,,posterolateral (postnodular) fissure,,,,,,,,,HOMBA:12828,2032.0
2044,HOMBA:AA30563,CbM,cerebellar morphology,2065,,,,0,130,200,,,,,,cerebellar morphology,,,,,,,,,,HOMBA:12827,2031.0
2045,HOMBA:10658,CbVe,cerebellar vermis,388,cerebellar vermis,CBV,10658.0,230,25,75,,,,,,,cerebellar vermis,,,,,,,,,HOMBA:AA30563,2044.0
2046,HOMBA:10659,CbH,cerebellar hemisphere,392,cerebellar hemisphere,CBH,10659.0,250,190,212,,,,,,,cerebellar hemisphere,,,,,,,,,HOMBA:AA30563,2044.0
2047,HOMBA:12384,CbHpv,paravermis of cerebellar hemisphere,393,paravermis of cerebellum,CBPV,12384.0,128,128,0,,,,,,,,paravermis of cerebellar hemisphere,,,,,,,,HOMBA:10659,2046.0
2048,HOMBA:AA30564,CbHlr,lateral region of cerebellar hemisphere,2066,,,,220,190,255,,,,,,,,lateral region of cerebellar hemisphere,,,,,,,,HOMBA:10659,2046.0
2049,HOMBA:12837,CbLo,cerebellar lobules,2427,cerebellar lobes and lobules,CBLL,12837.0,0,130,200,,,,,,cerebellar lobules,,,,,,,,,,HOMBA:12827,2031.0
2050,HOMBA:12839,CbI,lobule I (lingula),2428,lobule I (lingula),CbI,12839.0,0,128,128,,,,,,,lobule I (lingula),,,,,,,,,HOMBA:12837,2049.0
2051,HOMBA:12840,CbII,"lobule II (central lobule and wing, anterior part)",2429,"lobule II (central lobule and wing, anterior part)",CbII,12840.0,170,110,40,,,,,,,"lobule II (central lobule and wing, anterior part)",,,,,,,,,HOMBA:12837,2049.0
2052,HOMBA:12841,CbIII,"lobule III (central lobule and wing, posterior part)",2430,"lobule III (central lobule and wing, posterior part)",CbIII,12841.0,250,190,212,,,,,,,"lobule III (central lobule and wing, posterior part)",,,,,,,,,HOMBA:12837,2049.0
2053,HOMBA:12842,CbIV,"lobule IV (culmen and quadrangular lobule, anterior part)",2431,"lobule IV (culmen and quadrangular lobule, anterior part)",CbIV,12842.0,170,255,195,,,,,,,"lobule IV (culmen and quadrangular lobule, anterior part)",,,,,,,,,HOMBA:12837,2049.0
2054,HOMBA:12843,CbV,"lobule V (culmen and quadrangular lobule, posterior part)",2432,"lobule V (culmen and quadrangular lobule, posterior part)",CbV,12843.0,255,250,200,,,,,,,"lobule V (culmen and quadrangular lobule, posterior part)",,,,,,,,,HOMBA:12837,2049.0
2055,HOMBA:12845,CbVI,lobule VI (declive and simplex lobule),2433,lobule VI (declive and simplex lobule),CbVI,12845.0,170,110,40,,,,,,,lobule VI (declive and simplex lobule),,,,,,,,,HOMBA:12837,2049.0
2056,HOMBA:12846,CbVIIa1,lobule VIIAf/crus I (folium and superior semilunar lobule),2434,lobule VIIAf/crus I (folium and superior semilunar lobule),CbVIIa1,12846.0,145,30,180,,,,,,,lobule VIIAf/crus I (folium and superior semilunar lobule),,,,,,,,,HOMBA:12837,2049.0
2057,HOMBA:12847,CbVIIa2,lobule VIIAt/crus II (tuber and inferior semilunar lobule),2435,lobule VIIAt/crus II (tuber and inferior semilunar lobule),CbVIIa2,12847.0,255,250,200,,,,,,,lobule VIIAt/crus II (tuber and inferior semilunar lobule),,,,,,,,,HOMBA:12837,2049.0
2058,HOMBA:12848,CbVIIb,lobule VIIB (gracile lobule),2436,lobule VIIB (gracile lobule),CbVIIb,12848.0,255,225,25,,,,,,,lobule VIIB (gracile lobule),,,,,,,,,HOMBA:12837,2049.0
2059,HOMBA:12849,CbVIIIa,"lobule VIIIA (pyramis and biventral lobule, anterior part)",2437,"lobule VIIIA (pyramis and biventral lobule, anterior part)",CbVIIIa,12849.0,170,255,195,,,,,,,"lobule VIIIA (pyramis and biventral lobule, anterior part)",,,,,,,,,HOMBA:12837,2049.0
2060,HOMBA:12850,CbVIIIb,"lobule VIIIB (pyramis and biventral lobule, posterior part)",2438,"lobule VIIIB (pyramis and biventral lobule, posterior part)",CbVIIIb,12850.0,170,110,40,,,,,,,"lobule VIIIB (pyramis and biventral lobule, posterior part)",,,,,,,,,HOMBA:12837,2049.0
2061,HOMBA:12851,CbIX,lobule IX (uvula and tosil),2439,lobule IX (uvula and tosil),CbIX,12851.0,70,240,240,,,,,,,lobule IX (uvula and tosil),,,,,,,,,HOMBA:12837,2049.0
2062,HOMBA:12853,CbX,lobule X (nodulus and flocculus),2440,lobule X (nodulus and flocculus),CbX,12853.0,245,130,48,,,,,,,lobule X (nodulus and flocculus),,,,,,,,,HOMBA:12837,2049.0
2063,HOMBA:12856,PnSS,surface structures (landmarks) of pons,2067,surface structures of pons,PnSS,12856.0,170,255,195,,,,,surface structures (landmarks) of pons,,,,,,,,,,,HOMBA:AA30562,2030.0
2064,HOMBA:12857,bas,basilar sulcus,2471,basilar sulcus,bas,12857.0,210,245,60,,,,,,basilar sulcus,,,,,,,,,,HOMBA:12856,2063.0
2065,HOMBA:12859,pmed,pontomedullary sulcus,2069,pontomedullary sulcus,pmed,12859.0,220,190,255,,,,,,pontomedullary sulcus,,,,,,,,,,HOMBA:12856,2063.0
2066,HOMBA:12860,pmes,pontomesencephalic sulcus,2070,pontomesencephalic sulcus,pmes,12860.0,255,225,25,,,,,,pontomesencephalic sulcus,,,,,,,,,,HOMBA:12856,2063.0
2067,HOMBA:12861,r6,root of abducens nerve,2071,root of abducens nerve,r6,12861.0,60,180,75,,,,,,root of abducens nerve,,,,,,,,,,HOMBA:12856,2063.0
2068,HOMBA:12862,r7,root of facial nerve,2072,root of facial nerve,r7,12862.0,60,180,75,,,,,,root of facial nerve,,,,,,,,,,HOMBA:12856,2063.0
2069,HOMBA:12863,r7m,motor root of facial nerve,2073,motor root of facial nerve,r7m,12863.0,245,130,48,,,,,,,motor root of facial nerve,,,,,,,,,HOMBA:12862,2068.0
2070,HOMBA:12864,r7in,root of intermediate nerve,2074,root of intermediate nerve,r7in,12864.0,0,128,128,,,,,,,root of intermediate nerve,,,,,,,,,HOMBA:12862,2068.0
2071,HOMBA:12865,r5,root of trigeminal nerve,2075,root of trigeminal nerve,r5,12865.0,70,240,240,,,,,,root of trigeminal nerve,,,,,,,,,,HOMBA:12856,2063.0
2072,HOMBA:12866,r5m,motor root of trigeminal nerve,2076,motor root of trigeminal nerve,r5m,12866.0,255,215,180,,,,,,,motor root of trigeminal nerve,,,,,,,,,HOMBA:12865,2071.0
2073,HOMBA:12867,r5s,sensory root of trigeminal nerve,2077,sensory root of trigeminal nerve,r5s,12867.0,245,130,48,,,,,,,sensory root of trigeminal nerve,,,,,,,,,HOMBA:12865,2071.0
2074,HOMBA:12868,r8,root of vestibulocochlear nerve,2078,root of vestibulocochlear nerve,r8,12868.0,230,25,75,,,,,,root of vestibulocochlear nerve,,,,,,,,,,HOMBA:12856,2063.0
2075,HOMBA:12870,r8co,cochlear root of vestibulocochlear nerve,2079,cochlear root of vestibulocochlear nerve,r8co,12870.0,60,180,75,,,,,,,cochlear root of vestibulocochlear nerve,,,,,,,,,HOMBA:12868,2074.0
2076,HOMBA:12869,r8ve,vestibular root of vestibulocochlear nerve,2080,vestibular root of vestibulocochlear nerve,r8ve,12869.0,240,50,230,,,,,,,vestibular root of vestibulocochlear nerve,,,,,,,,,HOMBA:12868,2074.0
2077,HOMBA:12871,rmv,"rostral (anterior, superior) medullary velum",2081,rostral (anterior) medullary velum,rmv,12871.0,245,130,48,,,,,,"rostral (anterior, superior) medullary velum",,,,,,,,,,HOMBA:12856,2063.0
2078,HOMBA:12872,MOSS,surface structures (landmarks) of medulla,2082,surface structures of medulla,MOSS,12872.0,145,30,180,,,,,surface structures (landmarks) of medulla,,,,,,,,,,,HOMBA:AA30562,2030.0
2079,HOMBA:12873,alms,anterolateral medullary sulcus,2083,anterolateral medullary sulcus,alms,12873.0,128,128,0,,,,,,anterolateral medullary sulcus,,,,,,,,,,HOMBA:12872,2078.0
2080,HOMBA:12874,pros,preolivary sulcus,2084,preolivary sulcus,pros,12874.0,245,130,48,,,,,,,preolivary sulcus,,,,,,,,,HOMBA:12873,2079.0
2081,HOMBA:12875,cutu,cuneate tubercle,2085,cuneate tubercle,cutu,12875.0,230,25,75,,,,,,cuneate tubercle,,,,,,,,,,HOMBA:12872,2078.0
2082,HOMBA:12876,dmms,dorsal (posterior) median medullary sulcus,2086,dorsal (posterior) median medullary sulcus,dmms,12876.0,230,25,75,,,,,,dorsal (posterior) median medullary sulcus,,,,,,,,,,HOMBA:12872,2078.0
2083,HOMBA:12878,grtu,gracile tubercle (clava),2087,gracile tubercle (clava),grtu,12878.0,145,30,180,,,,,,gracile tubercle (clava),,,,,,,,,,HOMBA:12872,2078.0
2084,HOMBA:12879,cmv,"caudal (posterior, inferior) medullary velum",2088,inferior (caudal) medullary velum,imv,12879.0,250,190,212,,,,,,"caudal (posterior, inferior) medullary velum",,,,,,,,,,HOMBA:12872,2078.0
2085,HOMBA:12880,dims,dorsal intermedite medullary sulcus,2089,dorsal intermedite medullary sulcus,dims,12880.0,60,180,75,,,,,,dorsal intermedite medullary sulcus,,,,,,,,,,HOMBA:12872,2078.0
2086,HOMBA:12881,dlms,dorsal lateral medullary sulcus,2090,dorsal lateral medullary sulcus,dlms,12881.0,170,255,195,,,,,,dorsal lateral medullary sulcus,,,,,,,,,,HOMBA:12872,2078.0
2087,HOMBA:12882,posos,postolivary sulcus,2091,postolivary sulcus,posos,12882.0,245,130,48,,,,,,postolivary sulcus,,,,,,,,,,HOMBA:12872,2078.0
2088,HOMBA:12883,r11,root of accessory nerve,2092,root of accessory nerve,r11,12883.0,170,110,40,,,,,,root of accessory nerve,,,,,,,,,,HOMBA:12872,2078.0
2089,HOMBA:12884,r11cr,cranial root of accessory nerve,2093,cranial root of accessory nerve,r11cr,12884.0,0,130,200,,,,,,,cranial root of accessory nerve,,,,,,,,,HOMBA:12883,2088.0
2090,HOMBA:12885,r11sp,spinal root of accessory nerve,2094,spinal root of accessory nerve,r11sp,12885.0,220,190,255,,,,,,,spinal root of accessory nerve,,,,,,,,,HOMBA:12883,2088.0
2091,HOMBA:12886,r12,root of hypoglossal nerve,2095,root of hypoglossal nerve,r12,12886.0,60,180,75,,,,,,root of hypoglossal nerve,,,,,,,,,,HOMBA:12872,2078.0
2092,HOMBA:12887,r9,root of glossopharyngeal nerve,2096,root of glossopharyngeal nerve,r9,12887.0,230,25,75,,,,,,root of glossopharyngeal nerve,,,,,,,,,,HOMBA:12872,2078.0
2093,HOMBA:12888,r10,root of vagus nerve,2097,root of vagus nerve,r10,12888.0,250,190,212,,,,,,root of vagus nerve,,,,,,,,,,HOMBA:12872,2078.0
2094,HOMBA:12889,vmms,ventral (anterior) median medullary sulcus,2098,ventral (anterior) median medullary sulcus,vmms,12889.0,128,0,0,,,,,,ventral (anterior) median medullary sulcus,,,,,,,,,,HOMBA:12872,2078.0
2095,HOMBA:AA30784,BrBV,blood vessels of brain,2333,,,,230,25,75,,,blood vessels of brain,,,,,,,,,,,,,HOMBA:10155,1.0
2096,HOMBA:AA30785,ICA,internal carotid artery system,2334,,,,60,180,75,,,,internal carotid artery system,,,,,,,,,,,,HOMBA:AA30784,2095.0
2097,HOMBA:AA30786,VBA,vertebral-basilar artery system,2335,,,,255,250,200,,,,vertebral-basilar artery system,,,,,,,,,,,,HOMBA:AA30784,2095.0
2098,HOMBA:AA30804,VSB,vein system of brain,2349,,,,0,128,128,,,,vein system of brain,,,,,,,,,,,,HOMBA:AA30784,2095.0
2099,HOMBA:AA30565,Sp,spinal cord,2099,,,,128,128,128,,spinal cord,,,,,,,,,,,,,,HOMBA:10154,0.0
2100,HOMBA:146035048,SpG,gray matter of spinal cord,2100,gray matter of spinal cord,SGM,146035048.0,145,30,180,,,gray matter of spinal cord,,,,,,,,,,,,,HOMBA:AA30565,2099.0
2101,HOMBA:AA30566,SpR,regions (segments) of spinal cord,2101,,,,250,190,212,,,,regions (segments) of spinal cord,,,,,,,,,,,,HOMBA:146035048,2100.0
2102,HOMBA:AA30567,SpC,cervical spinal cord,2469,,,,128,128,128,,,,,cervical spinal cord,,,,,,,,,,,HOMBA:AA30566,2101.0
2103,HOMBA:AA30568,SpCd,dorsal horn of cervical spinal cord,2103,,,,255,250,200,,,,,,dorsal horn of cervical spinal cord,,,,,,,,,,HOMBA:AA30567,2102.0
2104,HOMBA:AA30569,SpC1,lamina I of cervical spinal cord,2104,,,,170,255,195,,,,,,,lamina I of cervical spinal cord,,,,,,,,,HOMBA:AA30568,2103.0
2105,HOMBA:AA30570,SpC2,lamina II of cervical spinal cord,2105,,,,128,128,128,,,,,,,lamina II of cervical spinal cord,,,,,,,,,HOMBA:AA30568,2103.0
2106,HOMBA:AA30571,SpC34,lamina III and IV of cervical spinal cord,2106,,,,255,215,180,,,,,,,lamina III and IV of cervical spinal cord,,,,,,,,,HOMBA:AA30568,2103.0
2107,HOMBA:AA30572,SpC3,lamina III of cervical spinal cord,2107,,,,0,130,200,,,,,,,,lamina III of cervical spinal cord,,,,,,,,HOMBA:AA30571,2106.0
2108,HOMBA:AA30573,SpC4,lamina IV of cervical spinal cord,2108,,,,170,255,195,,,,,,,,lamina IV of cervical spinal cord,,,,,,,,HOMBA:AA30571,2106.0
2109,HOMBA:AA30574,SpC56,lamina V and VI of cervical spinal cord,2109,,,,240,50,230,,,,,,,lamina V and VI of cervical spinal cord,,,,,,,,,HOMBA:AA30568,2103.0
2110,HOMBA:AA30575,SpC5,lamina V of cervical spinal cord,2110,,,,255,250,200,,,,,,,,lamina V of cervical spinal cord,,,,,,,,HOMBA:AA30574,2109.0
2111,HOMBA:AA30576,SpC6,lamina VI of cervical spinal cord,2111,,,,250,190,212,,,,,,,,lamina VI of cervical spinal cord,,,,,,,,HOMBA:AA30574,2109.0
2112,HOMBA:AA30577,LCc,lateral cervical nucleus in cervical spinal cord,2112,,,,0,0,128,,,,,,,lateral cervical nucleus in cervical spinal cord,,,,,,,,,HOMBA:AA30568,2103.0
2113,HOMBA:AA30578,LSc,lateral spinal nucleus in cervical spinal cord,2113,,,,170,110,40,,,,,,,lateral spinal nucleus in cervical spinal cord,,,,,,,,,HOMBA:AA30568,2103.0
2114,HOMBA:AA30579,IBc,internal basilar nucleus in cervical spinal cord,2114,,,,0,0,128,,,,,,,internal basilar nucleus in cervical spinal cord,,,,,,,,,HOMBA:AA30568,2103.0
2115,HOMBA:AA30580,SpCv,ventral horn of cervical spinal cord,2115,,,,128,128,0,,,,,,ventral horn of cervical spinal cord,,,,,,,,,,HOMBA:AA30567,2102.0
2116,HOMBA:AA30581,SpC7,lamina VII of cervical spinal cord,2116,,,,240,50,230,,,,,,,lamina VII of cervical spinal cord,,,,,,,,,HOMBA:AA30580,2115.0
2117,HOMBA:AA30582,IMMc,intermediomedial nucleus in cervical spinal cord,2117,,,,230,25,75,,,,,,,,intermediomedial nucleus in cervical spinal cord,,,,,,,,HOMBA:AA30581,2116.0
2118,HOMBA:AA30583,CCN,central cervical nucleus in cervical spinal cord,2118,,,,220,190,255,,,,,,,,central cervical nucleus in cervical spinal cord,,,,,,,,HOMBA:AA30581,2116.0
2119,HOMBA:AA30584,SpC7x,other part of SpC7,2119,,,,255,225,25,,,,,,,,other part of SpC7,,,,,,,,HOMBA:AA30581,2116.0
2120,HOMBA:AA30585,SpC8,lamina VIII of cervical spinal cord,2120,,,,0,0,128,,,,,,,lamina VIII of cervical spinal cord,,,,,,,,,HOMBA:AA30580,2115.0
2121,HOMBA:AA30586,SpC9,lamina IX of cervical spinal cord,2121,,,,220,190,255,,,,,,,lamina IX of cervical spinal cord,,,,,,,,,HOMBA:AA30580,2115.0
2122,HOMBA:AA30587,11Nsp,spinal accessory nucleus,2122,,,,145,30,180,,,,,,,,spinal accessory nucleus,,,,,,,,HOMBA:AA30586,2121.0
2123,HOMBA:AA30588,SpCc,central gray of cervical spinal cord,2123,,,,170,110,40,,,,,,central gray of cervical spinal cord,,,,,,,,,,HOMBA:AA30567,2102.0
2124,HOMBA:AA30589,SpC10,lamina X of cervical spinal cord,2124,,,,145,30,180,,,,,,,lamina X of cervical spinal cord,,,,,,,,,HOMBA:AA30588,2123.0
2125,HOMBA:AA30590,SpT,thoracic spinal cord,2125,,,,230,25,75,,,,,thoracic spinal cord,,,,,,,,,,,HOMBA:AA30566,2101.0
2126,HOMBA:AA30591,SpTd,dorsal horn of thoracic spinal cord,2126,,,,0,128,128,,,,,,dorsal horn of thoracic spinal cord,,,,,,,,,,HOMBA:AA30590,2125.0
2127,HOMBA:AA30592,SpT1,lamina I of thoracic spinal cord,2127,,,,170,110,40,,,,,,,lamina I of thoracic spinal cord,,,,,,,,,HOMBA:AA30591,2126.0
2128,HOMBA:AA30593,SpT2,lamina II of thoracic spinal cord,2128,,,,128,128,128,,,,,,,lamina II of thoracic spinal cord,,,,,,,,,HOMBA:AA30591,2126.0
2129,HOMBA:AA30594,SpT34,lamina III and IV of thoracic spinal cord,2129,,,,60,180,75,,,,,,,lamina III and IV of thoracic spinal cord,,,,,,,,,HOMBA:AA30591,2126.0
2130,HOMBA:AA30595,SpT3,lamina III of thoracic spinal cord,2130,,,,220,190,255,,,,,,,,lamina III of thoracic spinal cord,,,,,,,,HOMBA:AA30594,2129.0
2131,HOMBA:AA30596,SpT4,lamina IV of thoracic spinal cord,2131,,,,170,255,195,,,,,,,,lamina IV of thoracic spinal cord,,,,,,,,HOMBA:AA30594,2129.0
2132,HOMBA:AA30597,SpT56,lamina V and VI of thoracic spinal cord,2132,,,,245,130,48,,,,,,,lamina V and VI of thoracic spinal cord,,,,,,,,,HOMBA:AA30591,2126.0
2133,HOMBA:AA30598,SpT5,lamina V of thoracic spinal cord,2133,,,,70,240,240,,,,,,,,lamina V of thoracic spinal cord,,,,,,,,HOMBA:AA30597,2132.0
2134,HOMBA:AA30599,SpT6,lamina VI of thoracic spinal cord,2134,,,,230,25,75,,,,,,,,lamina VI of thoracic spinal cord,,,,,,,,HOMBA:AA30597,2132.0
2135,HOMBA:AA30600,DNt,dorsal (Clarke's) nucleus in thoracic spinal cord,2135,,,,128,0,0,,,,,,,,dorsal (Clarke's) nucleus in thoracic spinal cord,,,,,,,,HOMBA:AA30597,2132.0
2136,HOMBA:AA30601,LSt,lateral spinal nucleus in thoracic spinal cord,2136,,,,210,245,60,,,,,,,lateral spinal nucleus in thoracic spinal cord,,,,,,,,,HOMBA:AA30591,2126.0
2137,HOMBA:AA30602,SpTv,ventral horn of thoracic spinal cord,2137,,,,0,130,200,,,,,,ventral horn of thoracic spinal cord,,,,,,,,,,HOMBA:AA30590,2125.0
2138,HOMBA:AA30603,SpT7,lamina VII of thoracic spinal cord,2138,,,,255,250,200,,,,,,,lamina VII of thoracic spinal cord,,,,,,,,,HOMBA:AA30602,2137.0
2139,HOMBA:AA30604,IMMt,intermediomedial nucleus in thoracic spinal cord,2139,,,,210,245,60,,,,,,,,intermediomedial nucleus in thoracic spinal cord,,,,,,,,HOMBA:AA30603,2138.0
2140,HOMBA:AA30605,IMLt,intermediolateral nucleus in thoracic spinal cord,2140,,,,60,180,75,,,,,,,,intermediolateral nucleus in thoracic spinal cord,,,,,,,,HOMBA:AA30603,2138.0
2141,HOMBA:AA30870,ICNt,intercalated nucleus of thoracic spinal cord,2457,,,,0,128,128,,,,,,,,intercalated nucleus of thoracic spinal cord,,,,,,,,HOMBA:AA30603,2138.0
2142,HOMBA:AA30606,SpT7x,other part of SpT7,2141,,,,0,130,200,,,,,,,,other part of SpT7,,,,,,,,HOMBA:AA30603,2138.0
2143,HOMBA:AA30607,SpT8,lamina VIII of thoracic spinal cord,2142,,,,128,128,128,,,,,,,lamina VIII of thoracic spinal cord,,,,,,,,,HOMBA:AA30602,2137.0
2144,HOMBA:AA30608,SpT9,lamina IX of thoracic spinal cord,2143,,,,128,0,0,,,,,,,lamina IX of thoracic spinal cord,,,,,,,,,HOMBA:AA30602,2137.0
2145,HOMBA:AA30609,SpTc,central gray of thoracic spinal cord,2144,,,,255,225,25,,,,,,central gray of thoracic spinal cord,,,,,,,,,,HOMBA:AA30590,2125.0
2146,HOMBA:AA30610,SpT10,lamina X of thoracic spinal cord,2145,,,,240,50,230,,,,,,,lamina X of thoracic spinal cord,,,,,,,,,HOMBA:AA30609,2145.0
2147,HOMBA:AA30611,SpL,lumbar spinal cord,2146,,,,128,128,0,,,,,lumbar spinal cord,,,,,,,,,,,HOMBA:AA30566,2101.0
2148,HOMBA:AA30612,SpLd,dorsal horn of lumbar spinal cord,2147,,,,240,50,230,,,,,,dorsal horn of lumbar spinal cord,,,,,,,,,,HOMBA:AA30611,2147.0
