record_id,structure_name,fullname,species,paper,n_mentions,n_papers,region_class,decision_stage,flash_a_label,flash_b_label,flash_c_label,flash_agreement,flash_vote_split,pro_a_label,pro_b_label,pro_c_label,pro_agreement,pro_vote_split,final_certainty,final_confidence,final_reason,flash_a_reason,flash_b_reason,flash_c_reason,pro_a_reason,pro_b_reason,pro_c_reason
5140,Lissauer's tract,Lissauer's tract,Rat,PM40180159,1,1,other,flash,other,other,other,3/3,3-0,,,,,,high,0.9667,"White-matter tract in spinal cord, not a gray-matter region. | White-matter tract in spinal cord (dorsolateral fasciculus), not a gray-matter region. | White-matter tract in spinal cord; not gray matter region.","White-matter tract in spinal cord, not a gray-matter region.","White-matter tract in spinal cord (dorsolateral fasciculus), not a gray-matter region.",White-matter tract in spinal cord; not gray matter region.,,,
5141,liver-innervating Avil-positive sensory neurons,liver-innervating Avil-positive sensory neurons,Mouse,PM42115167,1,1,other,flash,other,other,other,3/3,3-0,,,,,,high,0.9667,"Peripheral sensory neurons innervating liver, not CNS brain region. | Peripheral sensory neurons innervating liver (PNS), not a central brain region. | Peripheral sensory neurons (PNS); not central brain region.","Peripheral sensory neurons innervating liver, not CNS brain region.","Peripheral sensory neurons innervating liver (PNS), not a central brain region.",Peripheral sensory neurons (PNS); not central brain region.,,,
5142,LMX1B+ excitatory interneurons,LMX1B+ excitatory interneurons,Macaque,PM40145981,1,1,other,flash,other,other,other,3/3,3-0,,,,,,medium,0.6,"Cell type name with no anatomical locus; not a brain region. | Cell type (LMX1B+ interneurons) without specified anatomical locus; not a brain region. | Cell type name, no specific brain region provided.",Cell type name with no anatomical locus; not a brain region.,Cell type (LMX1B+ interneurons) without specified anatomical locus; not a brain region.,"Cell type name, no specific brain region provided.",,,
5143,lNAcc,lateral shell of nucleus accumbens,Mouse,PM42049516,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9667,"Lateral shell of nucleus accumbens is part of striatum, a subcortical structure. | Nucleus accumbens (lateral shell) is a subcortical basal ganglia structure. | Lateral shell of nucleus accumbens is part of basal ganglia (subcortical).","Lateral shell of nucleus accumbens is part of striatum, a subcortical structure.",Nucleus accumbens (lateral shell) is a subcortical basal ganglia structure.,Lateral shell of nucleus accumbens is part of basal ganglia (subcortical).,,,
5144,"LO, VO","lateral-orbital, ventral-orbital",Mouse,PM42107475,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9667,Lateral-orbital and ventral-orbital are prefrontal cortical areas (orbitofrontal cortex). | Lateral and ventral orbital areas are part of prefrontal cortex. | Lateral-orbital and ventral-orbital are prefrontal cortical areas.,Lateral-orbital and ventral-orbital are prefrontal cortical areas (orbitofrontal cortex).,Lateral and ventral orbital areas are part of prefrontal cortex.,Lateral-orbital and ventral-orbital are prefrontal cortical areas.,,,
5145,lobule IX,lobule IX,,PM38289187,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9667,"Lobule IX is a cerebellar lobule; cerebellar cortex is classified as subcortical. | Cerebellar lobule IX is part of cerebellar cortex, classified subcortical per task. | Lobule IX is a cerebellar lobule (subcortical by definition).",Lobule IX is a cerebellar lobule; cerebellar cortex is classified as subcortical.,"Cerebellar lobule IX is part of cerebellar cortex, classified subcortical per task.",Lobule IX is a cerebellar lobule (subcortical by definition).,,,
5146,"lobule VII (crus I, II and VIIb)","cerebellar lobule VII (crus I, II and VIIb)",,PM34052968,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9667,"Cerebellar lobule VII (crus I, II, VIIb) is part of cerebellar cortex, classified subcortical. | Cerebellar lobule VII (crus I, II, VIIb) is part of cerebellar cortex. | Cerebellar lobule VII (subcortical).","Cerebellar lobule VII (crus I, II, VIIb) is part of cerebellar cortex, classified subcortical.","Cerebellar lobule VII (crus I, II, VIIb) is part of cerebellar cortex.",Cerebellar lobule VII (subcortical).,,,
5147,lobule VIII,lobule VIII,,PM31808992,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9667,Lobule VIII is a cerebellar lobule; cerebellar cortex classified as subcortical. | Cerebellar lobule VIII is part of cerebellar cortex. | Lobule VIII is a cerebellar lobule (subcortical).,Lobule VIII is a cerebellar lobule; cerebellar cortex classified as subcortical.,Cerebellar lobule VIII is part of cerebellar cortex.,Lobule VIII is a cerebellar lobule (subcortical).,,,
5148,local areas within the temporal cortex,,,PM41387490,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.95,"Temporal cortex is part of cerebral cortex. | Explicitly names temporal cortex, a part of cerebral cortex. | Explicitly mentions temporal cortex, a cortical region.",Temporal cortex is part of cerebral cortex.,"Explicitly names temporal cortex, a part of cerebral cortex.","Explicitly mentions temporal cortex, a cortical region.",,,
5149,local circuits beneath the lesion,local circuits beneath the lesion,,PM36410665,1,1,other,flash,other,other,other,3/3,3-0,,,,,,medium,0.65,"Vague description 'beneath the lesion' does not specify a brain region. | Describes circuits relative to a lesion, not a specific brain region. | Vague phrase 'local circuits beneath the lesion' does not specify a brain region.",Vague description 'beneath the lesion' does not specify a brain region.,"Describes circuits relative to a lesion, not a specific brain region.",Vague phrase 'local circuits beneath the lesion' does not specify a brain region.,,,
5150,local excitatory interneurons,,Mouse,PM42454582,1,1,other,flash,other,other,other,3/3,3-0,,,,,,high,0.85,"Refers to a cell type (excitatory interneurons), not a region. | Refers to a cell type (excitatory interneurons), not a brain region. | Refers to a cell type (excitatory interneurons), not a brain region.","Refers to a cell type (excitatory interneurons), not a region.","Refers to a cell type (excitatory interneurons), not a brain region.","Refers to a cell type (excitatory interneurons), not a brain region.",,,
5151,local GABAergic neurons,local GABAergic neurons,Mouse,PM41320871,1,1,other,flash,other,other,other,3/3,3-0,,,,,,high,0.85,"Refers to a cell type (GABAergic neurons), not a region. | Refers to a cell type (GABAergic neurons), not a brain region. | Refers to a cell type (GABAergic neurons), not a brain region.","Refers to a cell type (GABAergic neurons), not a region.","Refers to a cell type (GABAergic neurons), not a brain region.","Refers to a cell type (GABAergic neurons), not a brain region.",,,
5152,local interneurons,local BLA interneurons,Rat,PM33385490,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9333,"Fullname specifies BLA interneurons; BLA (basolateral amygdala) is subcortical. | Fullname specifies BLA (basolateral amygdala), a subcortical nucleus. | Full name indicates BLA (basolateral amygdala), a subcortical structure.",Fullname specifies BLA interneurons; BLA (basolateral amygdala) is subcortical.,"Fullname specifies BLA (basolateral amygdala), a subcortical nucleus.","Full name indicates BLA (basolateral amygdala), a subcortical structure.",,,
5153,local PVs,local parvalbumin neurons,Mouse,PM42056862,1,1,other,flash,other,other,other,3/3,3-0,,,,,,high,0.85,"Refers to parvalbumin neurons, a cell type not tied to a specific region. | Describes parvalbumin neurons, a cell type, not a specific region. | Refers to a cell type (parvalbumin neurons), not a brain region.","Refers to parvalbumin neurons, a cell type not tied to a specific region.","Describes parvalbumin neurons, a cell type, not a specific region.","Refers to a cell type (parvalbumin neurons), not a brain region.",,,
5154,local spinal divisions,,Mouse,PM41956193,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.95,Spinal cord is subcortical (brainstem/spinal cord). | Spinal cord divisions are subcortical gray matter. | Spinal cord divisions are part of CNS but non-cortical; classify as subcortical.,Spinal cord is subcortical (brainstem/spinal cord).,Spinal cord divisions are subcortical gray matter.,Spinal cord divisions are part of CNS but non-cortical; classify as subcortical.,,,
5155,local spinal reflex circuit,local spinal reflex circuit,,PM42398504,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.95,"Spinal reflex circuit is in spinal cord, a subcortical structure. | Spinal reflex circuit involves spinal cord, a subcortical structure. | Spinal reflex circuit involves spinal cord, which is subcortical.","Spinal reflex circuit is in spinal cord, a subcortical structure.","Spinal reflex circuit involves spinal cord, a subcortical structure.","Spinal reflex circuit involves spinal cord, which is subcortical.",,,
5156,low-level sensory cortical areas,low-level sensory cortical areas,Human,PM33246029,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9733,"Explicitly 'cortical areas' of sensory cortex. | Explicitly cortical areas: low-level sensory cortical areas. | Explicitly named 'sensory cortical areas', so cortical.",Explicitly 'cortical areas' of sensory cortex.,Explicitly cortical areas: low-level sensory cortical areas.,"Explicitly named 'sensory cortical areas', so cortical.",,,
5157,lower medullary pyramid,lower medullary pyramid,,PM34624846,1,1,other,flash,subcortical,other,other,2/3,2-1,,,,,,medium,0.9233,"Medullary pyramid is in medulla oblongata, a subcortical brainstem structure. | Medullary pyramid is a white matter tract, thus other. | Medullary pyramid is a white-matter tract in brainstem, not gray matter.","Medullary pyramid is in medulla oblongata, a subcortical brainstem structure.","Medullary pyramid is a white matter tract, thus other.","Medullary pyramid is a white-matter tract in brainstem, not gray matter.",,,
5158,lower motoneurons,,human (simulation based on macaque),PM33893222,1,1,subcortical,flash,subcortical,subcortical,other,2/3,2-1,,,,,,medium,0.85,"Lower motoneurons reside in spinal cord and brainstem, subcortical. | Lower motoneurons are located in spinal cord/brainstem, subcortical. | Cell type (motoneurons) rather than a named brain region.","Lower motoneurons reside in spinal cord and brainstem, subcortical.","Lower motoneurons are located in spinal cord/brainstem, subcortical.",Cell type (motoneurons) rather than a named brain region.,,,
5159,lower motor neurons,,Mouse,PM40784541,1,1,subcortical,flash,subcortical,subcortical,other,2/3,2-1,,,,,,medium,0.85,"Lower motor neurons are located in spinal cord and brainstem, subcortical. | Lower motor neurons reside in spinal cord/brainstem, subcortical. | Cell type (motor neurons) rather than a named brain region.","Lower motor neurons are located in spinal cord and brainstem, subcortical.","Lower motor neurons reside in spinal cord/brainstem, subcortical.",Cell type (motor neurons) rather than a named brain region.,,,
5160,lower spinal cord,,Rabbit,PM30998432,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9833,Spinal cord is a subcortical structure. | Spinal cord is a subcortical CNS structure. | Spinal cord is a subcortical structure.,Spinal cord is a subcortical structure.,Spinal cord is a subcortical CNS structure.,Spinal cord is a subcortical structure.,,,
5161,lower spinal cord centers,,,PM36455486,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9833,"Spinal cord centers are part of spinal cord, subcortical. | Spinal cord centers refer to subcortical regions. | Spinal cord centers refer to subcortical spinal cord.","Spinal cord centers are part of spinal cord, subcortical.",Spinal cord centers refer to subcortical regions.,Spinal cord centers refer to subcortical spinal cord.,,,
5162,LP-pulvinar,,Cat,PM34296104,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9833,"LP-pulvinar refers to thalamic nuclei (subcortical). | LP-pulvinar refers to thalamic nuclei, subcortical. | LP-pulvinar are thalamic nuclei (subcortical).",LP-pulvinar refers to thalamic nuclei (subcortical).,"LP-pulvinar refers to thalamic nuclei, subcortical.",LP-pulvinar are thalamic nuclei (subcortical).,,,
5163,LPC,lateral posterior cortex,Rat,PM33385490,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9833,"LPC full name is lateral posterior cortex, a cortical area. | LPC expands to lateral posterior cortex, a cortical area. | Fullname 'lateral posterior cortex' denotes cortical area.","LPC full name is lateral posterior cortex, a cortical area.","LPC expands to lateral posterior cortex, a cortical area.",Fullname 'lateral posterior cortex' denotes cortical area.,,,
5164,lPFtha,,Human,PM41039494,1,1,ambiguous,flash,ambiguous,ambiguous,ambiguous,3/3,3-0,,,,,,medium,0.4333,Acronym lPFtha unclear; likely thalamic but not certain. | Abbreviation ambiguous; no fullname to resolve 'lPFtha'. | Abbreviation lPFtha could be thalamic (subcortical) but 'PF' ambiguous; no fullname.,Acronym lPFtha unclear; likely thalamic but not certain.,Abbreviation ambiguous; no fullname to resolve 'lPFtha'.,Abbreviation lPFtha could be thalamic (subcortical) but 'PF' ambiguous; no fullname.,,,
5165,lPrec,left precuneus,,PM35078045,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9833,"Left precuneus is part of cerebral cortex. | Precuneus is part of parietal cortex, cortical. | Fullname 'left precuneus' indicates parietal cortical region.",Left precuneus is part of cerebral cortex.,"Precuneus is part of parietal cortex, cortical.",Fullname 'left precuneus' indicates parietal cortical region.,,,
5166,LPSNs,lumbar propriospinal neurons,Mouse,PM36571760,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9667,"Lumbar propriospinal neurons are spinal cord interneurons, clearly subcortical. | Spinal cord propriospinal neurons, clearly subcortical. | Spinal cord proprio-spinal neurons; spinal cord is subcortical.","Lumbar propriospinal neurons are spinal cord interneurons, clearly subcortical.","Spinal cord propriospinal neurons, clearly subcortical.",Spinal cord proprio-spinal neurons; spinal cord is subcortical.,,,
5167,LPTN,lateral posterior thalamic nucleus,Mouse,PM34318750,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9767,"Lateral posterior thalamic nucleus is a thalamic nucleus, subcortical. | Thalamic nucleus, classic subcortical structure. | Lateral posterior thalamic nucleus is part of thalamus, a subcortical structure.","Lateral posterior thalamic nucleus is a thalamic nucleus, subcortical.","Thalamic nucleus, classic subcortical structure.","Lateral posterior thalamic nucleus is part of thalamus, a subcortical structure.",,,
