record_id,structure_name,fullname,species,paper,n_mentions,n_papers,region_class,decision_stage,final_certainty,final_confidence,final_reason,seed_old_label,flash_a_label,flash_b_label,flash_c_label,flash_agreement,flash_vote_split,pro_a_label,pro_b_label,pro_c_label,pro_agreement,pro_vote_split,flash_a_reason,flash_b_reason,flash_c_reason,pro_a_reason,pro_b_reason,pro_c_reason
5713,paratrigeminal nucleus,medullary paratrigeminal nucleus,Rat,PM33115928,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5714,paraventricular hypothalamus,paraventricular nucleus of hypothalamus,,PM40800920,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5715,paraventricular thalamus,paraventricular thalamus,,PM42320767,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5716,parietal occipital lobe,parietal occipital lobe,,PM41211046,1,1,neocortex,flash,medium,0.7167,Parietal occipital lobe is neocortical association cortex at the junction of parietal and occipital lobes. | Vague compound term 'parietal occipital lobe' not a specific region; uncertain if neocortex or other. | Parietal and occipital lobes are both neocortex.,cortical,neocortex,ambiguous,neocortex,2/3,2-1,,,,,,Parietal occipital lobe is neocortical association cortex at the junction of parietal and occipital lobes.,Vague compound term 'parietal occipital lobe' not a specific region; uncertain if neocortex or other.,Parietal and occipital lobes are both neocortex.,,,
5717,parieto-occipital cortex,,Human,PM36639904,1,1,neocortex,flash,medium,0.8,"Parieto-occipital cortex is neocortical cortex in the parietal-occipital region. | Parieto-occipital cortex is a broad regional term; unclear if it refers to neocortex specifically. | Cortex at parietal-occipital border, isocortex.",cortical,neocortex,ambiguous,neocortex,2/3,2-1,,,,,,Parieto-occipital cortex is neocortical cortex in the parietal-occipital region.,Parieto-occipital cortex is a broad regional term; unclear if it refers to neocortex specifically.,"Cortex at parietal-occipital border, isocortex.",,,
5718,parieto-temporal regions,parieto-temporal regions,Human,PM37788939,1,1,neocortex,pro,high,0.88,"Parieto-temporal regions encompass parietal and temporal lobes, both neocortical. | parietal and temporal cortices are both isocortex; all components are neocortex. | Parieto-temporal regions typically refer to neocortical areas of parietal and temporal lobes, although temporal lobe contains medial allocortex, the term here implies lateral neocortex.",cortical,neocortex,ambiguous,other,1/3,1-1-1,neocortex,neocortex,neocortex,3/3,3-0,"Parieto-temporal regions refer to neocortical association areas (e.g., Wernicke's region).",Parieto-temporal regions is a vague multi-region term; ambiguous classification.,Broad region mixing neocortical and allocortical areas (temporal).,"Parieto-temporal regions encompass parietal and temporal lobes, both neocortical.",parietal and temporal cortices are both isocortex; all components are neocortex.,"Parieto-temporal regions typically refer to neocortical areas of parietal and temporal lobes, although temporal lobe contains medial allocortex, the term here implies lateral neocortex."
5719,PARN,parvicellular reticular nucleus,,PM33608037,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5720,ParS,,,PM41878825,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5721,pars O.,opercular part of the inferior frontal gyrus,,PM35263607,1,1,neocortex,flash,high,0.96,"Pars opercularis is part of the inferior frontal gyrus, a neocortical region. | Pars opercularis is part of inferior frontal gyrus, neocortex (Broca's area). | Pars opercularis of inferior frontal gyrus, isocortex.",cortical,neocortex,neocortex,neocortex,3/3,3-0,,,,,,"Pars opercularis is part of the inferior frontal gyrus, a neocortical region.","Pars opercularis is part of inferior frontal gyrus, neocortex (Broca's area).","Pars opercularis of inferior frontal gyrus, isocortex.",,,
5722,pars opercularis one,,,PM40924875,1,1,neocortex,flash,high,0.85,"Likely pars opercularis of inferior frontal gyrus (neocortex), but atypical spelling 'one' introduces uncertainty. | Pars opercularis is part of inferior frontal gyrus, neocortex. | Pars opercularis is part of inferior frontal gyrus, a neocortical area.",cortical,neocortex,neocortex,neocortex,3/3,3-0,,,,,,"Likely pars opercularis of inferior frontal gyrus (neocortex), but atypical spelling 'one' introduces uncertainty.","Pars opercularis is part of inferior frontal gyrus, neocortex.","Pars opercularis is part of inferior frontal gyrus, a neocortical area.",,,
5723,pars orbitalis,,,PM40924875,1,1,neocortex,flash,high,0.95,"Pars orbitalis is orbitofrontal neocortex. | Pars orbitalis is orbitofrontal neocortex. | Pars orbitalis is part of orbitofrontal cortex, a neocortical area.",cortical,neocortex,neocortex,neocortex,3/3,3-0,,,,,,Pars orbitalis is orbitofrontal neocortex.,Pars orbitalis is orbitofrontal neocortex.,"Pars orbitalis is part of orbitofrontal cortex, a neocortical area.",,,
5724,parvafox,parvafox nucleus,,PM35486186,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5725,parvalbumin INs,parvalbumin inhibitory interneurons,,PM38743567,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
5726,parvalbumin+ interneurons,subicular parvalbumin+ interneurons,Mouse,PM39658255,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5727,parvalbumin-expressing inhibitory interneurons in dmPFC,parvalbumin-expressing inhibitory interneurons in the dorsal medial prefrontal cortex,Mouse,PM34715992,1,1,neocortex,flash,high,0.96,"dmPFC (dorsal medial prefrontal cortex) is neocortex. | dmPFC is dorsal medial prefrontal cortex, neocortex. | dmPFC is dorsal medial prefrontal cortex, a neocortical region.",cortical,neocortex,neocortex,neocortex,3/3,3-0,,,,,,dmPFC (dorsal medial prefrontal cortex) is neocortex.,"dmPFC is dorsal medial prefrontal cortex, neocortex.","dmPFC is dorsal medial prefrontal cortex, a neocortical region.",,,
5728,parvalbumin-positive basket cells,parvalbumin-positive basket cells,,PM38659885,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
5729,parvalbumin-positive SC neurons,parvalbumin-positive superior colliculus neurons,Mouse,PM39285154,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5730,parvicellular preoptic nucleus,,,PM38289191,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5731,Parvicellular reticular nucleus,Parvicellular reticular nucleus,Mouse,PM36309684,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5732,parvocellular red nucleus,parvocellular red nucleus,,PM39819496,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5733,parvocellular reticular nucleus,parvocellular reticular nucleus,,PM35838792,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5734,PaT,,,PM40352758,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5735,patchy iSPNs,patchy indirect pathway spiny projection neurons,Mouse,PM41485044,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5736,patchy striatonigral neuron,patchy striatonigral neuron,,PM41032042,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5737,patchy striatonigral neurons,patchy striatonigral neurons,Mouse,PM40093044,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5738,paw (ventral),ventral paw sensory input,Mouse,PM40202848,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
5739,pBA,posterior basolateral amygdala,Mouse,PM32601096,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5740,PBdl,dorsolateral nucleus,,PM42126073,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5741,PBelCalca/CGRP,parabrachial lateral Calca/CGRP neurons,Mouse,PM39801453,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5742,PBN(CGRP),Parabrachial nucleus (CGRP neurons),Mouse,PM41394560,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5743,PBN-SL,"parabrachial nucleus, superior lateral region",Mouse,PM33591273,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5744,PBNL,lateral parabrachial nuclei,Mouse,PM40023166,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5745,PBNLE,lateral external parabrachial nucleus,Mouse,PM40691451,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5746,pBNST,posterior bed nucleus of the stria terminalis,,PM37784240,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5747,PBNvglut2,parabrachial nucleus glutamatergic neurons,Mouse,PM39154359,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5748,PBS,postbrachial stratum,Mouse,PM40956303,1,1,non_neocortex,flash,medium,0.65,"Fullname 'postbrachial stratum' suggests spinal/brainstem (non-neocortex), but acronym PBS unusual. | Postbrachial stratum likely in brainstem/spinal cord, not neocortex. | Postbrachial stratum is a subcortical midbrain structure, not neocortex.",ambiguous,non_neocortex,non_neocortex,non_neocortex,3/3,3-0,,,,,,"Fullname 'postbrachial stratum' suggests spinal/brainstem (non-neocortex), but acronym PBS unusual.","Postbrachial stratum likely in brainstem/spinal cord, not neocortex.","Postbrachial stratum is a subcortical midbrain structure, not neocortex.",,,
5749,pBST,posterior BST,Rat,PM33600828,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5750,PC fibers,,,PM34853173,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
5751,PC layer,pyramidal cell layer,Mouse,PM33483520,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5752,PCC/Pcu,posterior cingulate cortex/precuneus,,PM36211593,1,1,neocortex,flash,medium,0.7333,"Combines cingulate (borderline mesocortex) and precuneus (neocortex), unclear overall classification. | PCC is posterior cingulate (borderline) but Precuneus is neocortex; combined label neocortex. | PCC is borderline mesocortex but often considered neocortex; Precuneus is clearly neocortex.",cortical,ambiguous,neocortex,neocortex,2/3,2-1,,,,,,"Combines cingulate (borderline mesocortex) and precuneus (neocortex), unclear overall classification.",PCC is posterior cingulate (borderline) but Precuneus is neocortex; combined label neocortex.,PCC is borderline mesocortex but often considered neocortex; Precuneus is clearly neocortex.,,,
5753,Pcm,caudal medial pulvinar,Mouse,PM41846482,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5754,PCRTa,alpha part of the parvocellular reticular nucleus,,PM35486186,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5755,PCs in lobules VIc/VII and Cr I,Purkinje cells in lobules VIc/VII and Cr I,,PM32639229,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5756,PCx glomeruli,,,PM32949023,1,1,non_neocortex,flash,high,0.85,"PCx glomeruli likely piriform cortex glomeruli, which is allocortex (non-neocortex). | PCx glomeruli likely piriform cortex glomeruli (allocortex), not neocortex. | PCx likely stands for piriform cortex, which is allocortex (non_neocortex).",cortical,non_neocortex,non_neocortex,non_neocortex,3/3,3-0,,,,,,"PCx glomeruli likely piriform cortex glomeruli, which is allocortex (non-neocortex).","PCx glomeruli likely piriform cortex glomeruli (allocortex), not neocortex.","PCx likely stands for piriform cortex, which is allocortex (non_neocortex).",,,
5757,pD1R,posterior dopamine type 1 receptor neurons,Mouse,PM37952812,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
5758,PD5g1#1,,,PM32619476,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
5759,PDL,periodontal ligament,Mouse,PM33731966,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
5760,pdMeA,posterodorsal medial amygdala,Rat,PM41365458,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5761,pDMS D1-MSNs,posterodorsal medial striatum D1-containing medium spiny neurons,Mouse,PM33380525,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5762,pDMS D2-MSNs,posterodorsal medial striatum D2-containing medium spiny neurons,Mouse,PM33380525,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5763,pedipalpal neuromere,,,PM35055868,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
5764,peduncular part of the hypothalamus,peduncular part of the hypothalamus,Rat,PM33165921,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5765,PeF,perifornical region,,PM41762866,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5766,PeFA,perifornical area,Rat,PM38371276,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5767,pelvic floor muscle,,Rabbit,PM30998432,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
5768,pelvic ganglia,pelvic ganglia,Mouse,PM39045348,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
5769,pelvic nerve,,Rabbit,PM30998432,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
5770,PeRhC,caudal perirhinal cortex,,PM42101519,1,1,non_neocortex,seed_keyword,high,1.0,seed: cortical + keyword 'perirhinal' → non_neocortex,cortical,,,,,,,,,,,,,,,,
5771,PeRhr,rostral perirhinal cortex,,PM42101519,1,1,non_neocortex,seed_keyword,high,1.0,seed: cortical + keyword 'perirhinal' → non_neocortex,cortical,,,,,,,,,,,,,,,,
5772,PERI,,Mouse,PM39012795,1,1,non_neocortex,flash,high,0.8667,"PERI typically perirhinal cortex (allocortex), thus non_neocortex. | PERI commonly refers to perirhinal cortex, a parahippocampal region (allocortex). | PERI stands for perirhinal cortex, a parahippocampal allocortical region.",cortical,non_neocortex,non_neocortex,non_neocortex,3/3,3-0,,,,,,"PERI typically perirhinal cortex (allocortex), thus non_neocortex.","PERI commonly refers to perirhinal cortex, a parahippocampal region (allocortex).","PERI stands for perirhinal cortex, a parahippocampal allocortical region.",,,
5773,peri-central regions,,,PM36542188,1,1,ambiguous,flash,medium,0.4667,"Vague 'peri-central regions', not a standard gray matter region. | Vague term 'peri-central regions' not a standard brain region; could refer to perirolandic areas but unclear. | Non-standard term 'peri-central regions' lacks clear anatomical definition.",ambiguous,other,ambiguous,ambiguous,2/3,2-1,,,,,,"Vague 'peri-central regions', not a standard gray matter region.",Vague term 'peri-central regions' not a standard brain region; could refer to perirolandic areas but unclear.,Non-standard term 'peri-central regions' lacks clear anatomical definition.,,,
5774,peri-infarct area,,,PM40650995,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
5775,peri-infarct CFA,peri-infarct caudal forelimb area,,PM40089466,1,1,neocortex,flash,high,0.9333,CFA is caudal forelimb area of motor neocortex; peri-infarct still neocortical. | CFA (caudal forelimb area) is motor neocortex; peri-infarct specifies neocortical region. | CFA (caudal forelimb area) is part of primary motor neocortex.,cortical,neocortex,neocortex,neocortex,3/3,3-0,,,,,,CFA is caudal forelimb area of motor neocortex; peri-infarct still neocortical.,CFA (caudal forelimb area) is motor neocortex; peri-infarct specifies neocortical region.,CFA (caudal forelimb area) is part of primary motor neocortex.,,,
5776,peri-PVH,peri-paraventricular hypothalamus,Mouse,PM39041039,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5777,Peri5,peritrigeminal premotor area,Mouse,PM36303441,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5778,periaqueductal grey matter,,Rat,PM34582982,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5779,periceruleus,periceruleus area,Mouse,PM34151467,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5780,perifornical nucleus,perifornical nucleus,Rat,PM36532270,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5781,perifornical/lateral hypothalamic area,perifornical/lateral hypothalamic area,Mouse,PM37084406,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5782,periolivary regions,,Rat,PM36672088,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5783,peripeduncular nuclei,Peripeduncular nucleus,,PM35084433,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
5784,peripheral afferent,,Rat,PM33323835,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
5785,peripheral nerve endings in the bladder wall,peripheral nerve endings in the bladder wall,Mouse,PM41626841,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
5786,perirhinal/dorsolateral entorhinal cortices,,Rat,PM33960421,1,1,non_neocortex,seed_keyword,high,1.0,seed: cortical + keyword 'entorhinal' → non_neocortex,cortical,,,,,,,,,,,,,,,,
